  0.0000000000E+000  0.0000000000E+000
  1.7030775255E+003  3.4784967734E+041
  3.4051308800E+003  4.2664136303E+041
  5.1074408240E+003  3.4113665241E+041
  6.8158788197E+003  2.8912016858E+041
  8.5142583159E+003  2.7106779127E+041
  1.0216130288E+004  2.5274861363E+041
  1.1923946335E+004  2.3334860385E+041
  1.3632495395E+004  2.1773137481E+041
  1.5319811404E+004  2.0546577855E+041
  1.7026383160E+004  1.9522010961E+041
  1.8736236105E+004  1.8648334877E+041
  2.0438504261E+004  1.7893229498E+041
  2.2128410817E+004  1.7235952071E+041
  2.3838549992E+004  1.6656848776E+041
  2.5551981721E+004  1.6160802592E+041
  2.7250406967E+004  1.5748132907E+041
  2.8951768950E+004  1.5407358801E+041
  3.0642492255E+004  1.5125651250E+041
  3.2350047777E+004  1.4893517807E+041
  3.4066202338E+004  1.4700754333E+041
  3.5782189722E+004  1.4542307489E+041
  3.7488785193E+004  1.4415325824E+041
  3.9176378188E+004  1.4315107761E+041
  4.0888021798E+004  1.4224994168E+041
  4.2564959017E+004  1.4154100509E+041
  4.4311618395E+004  1.4090062937E+041
  4.6011284238E+004  1.4035540543E+041
  4.7714973245E+004  1.3989479305E+041
  4.9418283457E+004  1.3943442804E+041
  5.1116651137E+004  1.3882136365E+041
  5.2805369945E+004  1.3835591598E+041
  5.4479610992E+004  1.3797440002E+041
  5.6207535435E+004  1.3751640584E+041
  5.7915435305E+004  1.3709809592E+041
  5.9598142764E+004  1.3675192611E+041
  6.1330260367E+004  1.3631559991E+041
  6.3031076853E+004  1.3595795892E+041
  6.4695187677E+004  1.3564616804E+041
  6.6403685526E+004  1.3536476951E+041
  6.8157767802E+004  1.3506704150E+041
  6.9867490733E+004  1.3477707233E+041
  7.1527186798E+004  1.3434096795E+041
  7.3225557889E+004  1.3403788227E+041
  7.4935557889E+004  1.3375739692E+041
  7.6645557889E+004  1.3346455755E+041
  7.8355557889E+004  1.3325309181E+041
  8.0065557889E+004  1.3306923460E+041
  8.1775557889E+004  1.3272244915E+041
  8.3485557889E+004  1.3258183842E+041
  8.5100557889E+004  1.3246220529E+041
  8.6810557889E+004  1.3236946168E+041
  8.8520557889E+004  1.3230618122E+041
  9.0230557889E+004  1.3200826579E+041
  9.1940557889E+004  1.3199198154E+041
  9.3650557889E+004  1.3198897569E+041
  9.5360557889E+004  1.3201783244E+041
  9.7070557889E+004  1.3208359812E+041
  9.8780557889E+004  1.3212987159E+041
  1.0039555789E+005  1.3202453130E+041
  1.0210555789E+005  1.3213842896E+041
  1.0381555789E+005  1.3225921190E+041
  1.0552555789E+005  1.3241714552E+041
  1.0723555789E+005  1.3268197029E+041
  1.0894555789E+005  1.3284452834E+041
  1.1065555789E+005  1.3281586245E+041
  1.1236555789E+005  1.3312911454E+041
  1.1407555789E+005  1.3346875387E+041
  1.1578555789E+005  1.3374814012E+041
  1.1740055789E+005  1.3404448362E+041
  1.1911055789E+005  1.3444614269E+041
  1.2082055789E+005  1.3450316533E+041
  1.2253055789E+005  1.3489583154E+041
