 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -1.369113E-04       3.850000E+01       4.201072E+01
     -1.361419E-04       3.850000E+01       4.201072E+01
     -1.351398E-04       3.850000E+01       4.201072E+01
     -1.341353E-04       3.850000E+01       4.201072E+01
     -1.336343E-04       3.850000E+01       4.201072E+01
     -1.330547E-04       3.850000E+01       4.201072E+01
     -1.320653E-04       3.850000E+01       4.201072E+01
     -1.313235E-04       3.850000E+01       4.201072E+01
     -1.304426E-04       3.850100E+01       4.201072E+01
     -1.301283E-04       3.850100E+01       4.201072E+01
     -1.301264E-04       3.850100E+01       4.201072E+01
     -1.299568E-04       3.850100E+01       4.201072E+01
     -1.295406E-04       3.850100E+01       4.201072E+01
     -1.287286E-04       3.850100E+01       4.201072E+01
     -1.278924E-04       3.850100E+01       4.201072E+01
     -1.275477E-04       3.850100E+01       4.201072E+01
     -1.268576E-04       3.850100E+01       4.201072E+01
     -1.264711E-04       3.850100E+01       4.201072E+01
     -1.259611E-04       3.850100E+01       4.201072E+01
     -1.256587E-04       3.850100E+01       4.201072E+01
     -1.248754E-04       3.850100E+01       4.201072E+01
     -1.244167E-04       3.850100E+01       4.201072E+01
     -1.238671E-04       3.850100E+01       4.201072E+01
     -1.229449E-04       3.850100E+01       4.201072E+01
     -1.225922E-04       3.850100E+01       4.201072E+01
     -1.219523E-04       3.850200E+01       4.201072E+01
     -1.210296E-04       3.850200E+01       4.201072E+01
     -1.203985E-04       3.850200E+01       4.201072E+01
     -1.198106E-04       3.850200E+01       4.201072E+01
     -1.189992E-04       3.850200E+01       4.201072E+01
     -1.185835E-04       3.850200E+01       4.201072E+01
     -1.177138E-04       3.850200E+01       4.201072E+01
     -1.167611E-04       3.850200E+01       4.201072E+01
     -1.162993E-04       3.850200E+01       4.201072E+01
     -1.160031E-04       3.850200E+01       4.201072E+01
     -1.153130E-04       3.850200E+01       4.201072E+01
     -1.149477E-04       3.850200E+01       4.201072E+01
     -1.143912E-04       3.850200E+01       4.201072E+01
     -1.133723E-04       3.850200E+01       4.201072E+01
     -1.130394E-04       3.850200E+01       4.201072E+01
     -1.122825E-04       3.850200E+01       4.201072E+01
     -1.116293E-04       3.850300E+01       4.201072E+01
     -1.113015E-04       3.850300E+01       4.201072E+01
     -1.104032E-04       3.850300E+01       4.201072E+01
     -1.101395E-04       3.850300E+01       4.201072E+01
     -1.096831E-04       3.850300E+01       4.201072E+01
     -1.088709E-04       3.850300E+01       4.201072E+01
     -1.085273E-04       3.850300E+01       4.201072E+01
