  days post max Lbol                     70.0
               zones                      400
 inner boundary mass    4.399378711428015E+33    2.212511000000000E+00
          total mass    6.804211319297004E+33    3.421936000000000E+00

                                  mass of cell (g)        cell center m (g)       cell center R (cm)     cell center v (cm/s)              avg density       radiation pressure          avg temperature    radiation temperature              avg opacity                      tau         outer edge m (g)        outer edge r (cm)                       h1                      he3                      he4                      c12                      n14                      o16                     ne20                     na23                     mg24                     si28                      s32                     ar36                     ca40                     ti44                     cr48                     cr60                     fe52                     fe54                     fe56                     co56                     ni56               luminosity                    n_bar                      n_e

                        1    5.124388741662197E+30    4.399378711428015E+33    1.995154943811205E+15    2.820796647725500E+08    1.538131903793787E-16    8.274106823076945E-04    1.845010214375202E+03    7.568289571523102E+02    2.752999647129000E-03    8.814375583594105E-03    4.411913647252895E+33    2.495579597059008E+15    2.269825000000000E-27    0.000000000000000E+00    7.619296000000000E-01    6.657150000000001E-02    5.483165000000000E-03    8.762630000000000E-02    4.125035000000000E-02    2.778918000000000E-04    8.121069000000000E-03    3.445135000000000E-03    1.279750000000000E-03    5.341863000000000E-04    1.187589000000000E-03    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    1.929908000000000E-04    0.000000000000000E+00    2.156568000000000E-02    6.849890609989999E+37    9.259865909019999E+07    4.019872966439998E+03
                        2    2.506859906744377E+31    4.424448583077775E+33    2.996004250306810E+15    3.217095430320550E+08    3.133244095746743E-16    9.766113169538974E-04    1.967880738282797E+03    7.888563244973282E+02    2.690997882774000E-03    7.970504409605381E-03    4.434891711718681E+33    3.071315001999676E+15    2.271565000000000E-27    0.000000000000000E+00    7.735421000000000E-01    6.260212000000000E-02    5.768991000000000E-03    8.300855000000000E-02    3.871025000000000E-02    2.923777000000000E-04    7.838085000000000E-03    3.176183000000000E-03    1.178416000000000E-03    4.917785000000000E-04    1.092863000000000E-03    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    1.773734000000000E-04    0.000000000000000E+00    2.156570000000000E-02    4.259975299030001E+38    1.889973534675000E+08    1.009977416256000E+04
                        3    2.088623739771361E+31    4.445334840359587E+33    3.146625753692544E+15    3.107647741625600E+08    1.164123211310717E-15    1.070833015146632E-03    2.202922013934024E+03    8.072311487744690E+02    2.600996294854500E-03    7.514440476913584E-03    4.454137530857168E+33    3.176118171918390E+15    2.264048000000000E-27    0.000000000000000E+00    7.830640000000000E-01    5.932354000000000E-02    6.008121000000000E-03    7.923618000000000E-02    3.662572000000000E-02    3.044971000000000E-04    7.606945000000000E-03    2.958183000000000E-03    1.096358000000000E-03    4.574435000000000E-04    1.016195000000000E-03    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    1.647456000000000E-04    0.000000000000000E+00    2.156570000000000E-02    7.699940011929999E+38    7.019980592095000E+08    5.469904724829998E+04
                        4    1.760513642074644E+31    4.462940221354748E+33    3.205610590144236E+15    3.133147882774000E+08    2.355027851030001E-15    1.121299820355459E-03    2.296143089628291E+03    8.165784449388681E+02    2.422997882774000E-03    7.177859580684651E-03    4.472674481876750E+33    3.229438995778036E+15    2.232316000000000E-27    0.000000000000000E+00    7.960892000000001E-01    5.475768000000000E-02    6.351764000000000E-03    7.412378999999999E-02    3.376783000000000E-02    3.219132000000000E-04    7.293870000000000E-03    2.668504000000000E-03    9.875844000000000E-04    4.119510000000000E-04    9.146958000000000E-04    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    1.480697000000000E-04    0.000000000000000E+00    2.156570000000000E-02    1.049991178225000E+39    1.419987649515000E+09    1.389959419834999E+05
                        5    1.946952121416957E+31    4.482408742398753E+33    3.253267401411837E+15    3.181647803378025E+08    3.126041369577855E-15    1.142146340440701E-03    2.338831576835350E+03    8.203475997865643E+02    2.362998588516000E-03    6.825826837017219E-03    4.496937059119008E+33    3.276873173998960E+15    2.206877000000000E-27    0.000000000000000E+00    8.030161000000000E-01    5.230182000000000E-02    6.540354000000000E-03    7.142137000000000E-02    3.224557000000000E-02    3.314711000000000E-04    7.128443000000000E-03    2.517346000000000E-03    9.309162000000000E-04    3.882575000000000E-04    8.618615000000000E-04    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    1.394037000000000E-04    0.000000000000000E+00    2.156571000000000E-02    1.369987649515000E+39    1.879977063385000E+09    2.119929425799999E+05
                        6    2.905717031117570E+31    4.511465375839263E+33    3.300478946586084E+15    3.238497715160275E+08    4.581359721867541E-15    1.185009283229781E-03    2.387805502533501E+03    8.279381826706710E+02    2.266998941387000E-03    6.335490846836085E-03    4.524384074769189E+33    3.321162644645414E+15    2.147126000000000E-27    0.000000000000000E+00    8.154562000000000E-01    4.784817000000000E-02    6.888327000000000E-03    6.659371000000000E-02    2.950782000000000E-02    3.491067000000000E-04    6.833030000000000E-03    2.250372000000000E-03    8.309728000000000E-04    3.464814000000000E-04    7.687494999999999E-04    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    1.241537000000000E-04    0.000000000000000E+00    2.156571000000000E-02    1.849984120805000E+39    2.759964712900000E+09    3.459880023859999E+05
                        7    2.583753704854142E+31    4.537302773699113E+33    3.341846342704745E+15    3.297397644586074E+08    4.487390915584231E-15    1.185009283229781E-03    2.387805502533501E+03    8.279381826706710E+02    2.274999294258000E-03    5.913179115162786E-03    4.551472182437708E+33    3.362057061134776E+15    2.081848000000000E-27    0.000000000000000E+00    8.258180000000001E-01    4.409364000000000E-02    7.188043000000000E-03    6.259923000000001E-02    2.722309000000000E-02    3.642966000000000E-04    6.588723000000000E-03    2.032646000000000E-03    7.496151000000000E-04    3.124855000000000E-04    6.930250000000000E-04    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    1.117749000000000E-04    0.000000000000000E+00    2.156572000000000E-02    2.279978827739999E+39    2.699962948545000E+09    3.379878259504999E+05
                        8    2.833869817259637E+31    4.565641591176302E+33    3.382267779564806E+15    3.354247626942525E+08    4.909008026466950E-15    1.207040250662034E-03    2.398827111958792E+03    8.317597716853538E+02    2.252999470693500E-03    5.466118558445194E-03    4.576124488014622E+33    3.399712653776798E+15    2.007520000000000E-27    0.000000000000000E+00    8.359108000000000E-01    4.039741000000000E-02    7.488810000000000E-03    5.873184000000000E-02    2.499358000000000E-02    3.795397000000000E-04    6.352321000000000E-03    1.824578000000000E-03    6.719961000000000E-04    2.800618000000000E-04    6.208429000000000E-04    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    9.999554000000000E-05    0.000000000000000E+00    2.156574000000000E-02    2.749973534674999E+39    2.949959419835000E+09    3.759864144664998E+05
                        9    2.096537611056740E+31    4.586607384852943E+33    3.417157527988791E+15    3.407697644586075E+08    4.120914276037916E-15    1.195974039127319E-03    2.421023185943408E+03    8.298467772955103E+02    1.612998764951500E-03    5.234205492740893E-03    4.596256143750504E+33    3.433542286032530E+15    1.940807000000000E-27    0.000000000000000E+00    8.436677000000000E-01    3.753713000000000E-02    7.724499000000000E-03    5.577107000000000E-02    2.327798000000000E-02    3.914847000000000E-04    6.171390000000000E-03    1.666673000000000E-03    6.131559000000000E-04    2.554876000000000E-04    5.661557000000000E-04    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    9.108140000000001E-05    0.000000000000000E+00    2.156574000000000E-02    3.099970005965000E+39    2.479962948545000E+09    3.769855322889998E+05
                       10    1.929783594070389E+31    4.605904902648067E+33    3.449927044076268E+15    3.460697679873175E+08    3.962720292668744E-15    1.174145052818545E-03    2.421022216992538E+03    8.260339776916564E+02    1.618998764951500E-03    5.023968219136301E-03    4.617214977992598E+33    3.466988293700321E+15    1.883939000000000E-27    0.000000000000000E+00    8.493466000000000E-01    3.542243000000000E-02    7.901896000000000E-03    5.361578000000000E-02    2.201963000000000E-02    4.004753000000000E-04    6.039752000000000E-03    1.553169000000000E-03    5.709301000000000E-04    2.378575000000000E-04    5.269435000000000E-04    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    8.470048000000001E-05    0.000000000000000E+00    2.156574000000000E-02    3.419966477254999E+39    2.389962948544999E+09    3.569862380309998E+05
