1168	15
1.0E+00 1.0E+00 4.0E+00 12.0E+00 16.0E+00 20.0E+00 24.0E+00 28.0E+00 32.0E+00 36.0E+00 40.0E+00 44.0E+00 48.0E+00 52.0E+00 56.0E+00
0.0E+00 1.0E+00 2.0E+00 6.0E+00 8.0E+00 10.0E+00 12.0E+00 14.0E+00 16.0E+00 18.0E+00 20.0E+00 22.0E+00 24.0E+00 26.0E+00 28.0E+00
   9.330482E+26   2.877510E+05   1.191675E-03   1.020979E-30   2.941970E-03   2.758247E-10   6.198995E-11   4.608377E-13   4.973512E-12   2.649792E-10   1.992482E-10   1.562310E-10   1.600801E-10   2.513873E-11   1.175972E-10   3.882263E-01   1.505896E-09
   1.866096E+27   3.625480E+05   1.192074E-03   1.021021E-30   2.942836E-03   2.759656E-10   6.202237E-11   4.610866E-13   4.974239E-12   2.650032E-10   1.992690E-10   1.562502E-10   1.600987E-10   2.514362E-11   1.176173E-10   3.882649E-01   1.506054E-09
   3.732193E+27   4.567910E+05   1.192947E-03   1.021128E-30   2.944503E-03   2.762419E-10   6.208430E-11   4.615595E-13   4.975190E-12   2.650120E-10   1.992774E-10   1.562600E-10   1.601032E-10   2.514855E-11   1.176318E-10   3.882877E-01   1.505968E-09
   7.464386E+27   5.755393E+05   1.193896E-03   1.021235E-30   2.946449E-03   2.765612E-10   6.215688E-11   4.621155E-13   4.976595E-12   2.650468E-10   1.993078E-10   1.562889E-10   1.601285E-10   2.515717E-11   1.176640E-10   3.883441E-01   1.506116E-09
   1.492877E+28   7.251718E+05   1.195390E-03   1.021404E-30   2.949519E-03   2.770649E-10   6.227142E-11   4.629931E-13   4.978827E-12   2.651027E-10   1.993567E-10   1.563353E-10   1.601694E-10   2.517088E-11   1.177155E-10   3.884343E-01   1.506358E-09
   2.985754E+28   9.137347E+05   1.197816E-03   1.021678E-30   2.954479E-03   2.778799E-10   6.245660E-11   4.644121E-13   4.982394E-12   2.651897E-10   1.994326E-10   1.564076E-10   1.602322E-10   2.519257E-11   1.177961E-10   3.885751E-01   1.506709E-09
   5.971509E+28   1.151385E+06   1.201616E-03   1.022103E-30   2.962277E-03   2.791629E-10   6.274842E-11   4.666500E-13   4.988102E-12   2.653340E-10   1.995583E-10   1.565267E-10   1.603373E-10   2.522761E-11   1.179278E-10   3.888091E-01   1.507340E-09
   1.194302E+29   1.450956E+06   1.209349E-03   1.022996E-30   2.977341E-03   2.816651E-10   6.331178E-11   4.709650E-13   4.997634E-12   2.654865E-10   1.996931E-10   1.566639E-10   1.604322E-10   2.527968E-11   1.180982E-10   3.890902E-01   1.507193E-09
   2.388604E+29   1.828696E+06   1.219255E-03   1.024081E-30   2.997483E-03   2.850015E-10   6.406964E-11   4.767879E-13   5.012389E-12   2.658516E-10   2.000078E-10   1.569607E-10   1.606890E-10   2.536775E-11   1.184242E-10   3.896605E-01   1.508579E-09
   4.077714E+29   2.186401E+06   1.231559E-03   1.025404E-30   3.022626E-03   2.891801E-10   6.502006E-11   4.841038E-13   5.031408E-12   2.663487E-10   2.004323E-10   1.573558E-10   1.610362E-10   2.548117E-11   1.188488E-10   3.904034E-01   1.510576E-09
   5.766825E+29   2.454955E+06   1.244609E-03   1.026809E-30   3.048800E-03   2.935625E-10   6.601362E-11   4.917613E-13   5.050667E-12   2.668120E-10   2.008245E-10   1.577223E-10   1.613436E-10   2.559115E-11   1.192460E-10   3.910865E-01   1.511917E-09
   9.145047E+29   2.864451E+06   1.260828E-03   1.028519E-30   3.081912E-03   2.991297E-10   6.728128E-11   5.015625E-13   5.076846E-12   2.675336E-10   2.014321E-10   1.582792E-10   1.618383E-10   2.574565E-11   1.198291E-10   3.921232E-01   1.514888E-09
   1.590149E+30   3.447838E+06   1.292150E-03   1.031838E-30   3.143989E-03   3.096951E-10   6.967414E-11   5.201049E-13   5.124069E-12   2.686907E-10   2.023872E-10   1.591542E-10   1.625599E-10   2.600361E-11   1.207468E-10   3.936708E-01   1.517564E-09
   2.941438E+30   4.239222E+06   1.341390E-03   1.036980E-30   3.242574E-03   3.266924E-10   7.353616E-11   5.502167E-13   5.205817E-12   2.709693E-10   2.042398E-10   1.608060E-10   1.639860E-10   2.645118E-11   1.223914E-10   3.964694E-01   1.524617E-09
   5.644015E+30   5.281628E+06   1.423271E-03   1.034387E-30   3.405108E-03   3.553688E-10   8.005153E-11   6.014530E-13   5.350233E-12   2.752005E-10   2.075951E-10   1.637219E-10   1.664982E-10   2.720546E-11   1.251496E-10   4.010610E-01   1.536465E-09
   1.104917E+31   6.635233E+06   1.558925E-03   1.041619E-30   3.671080E-03   4.039505E-10   9.108585E-11   6.893400E-13   5.610089E-12   2.832662E-10   2.138250E-10   1.689782E-10   1.710197E-10   2.848495E-11   1.297986E-10   4.085514E-01   1.556673E-09
   1.560164E+31   7.466261E+06   1.766413E-03   1.017724E-30   4.038021E-03   4.753574E-10   1.070365E-10   8.185263E-13   5.967720E-12   2.927293E-10   2.206123E-10   1.744445E-10   1.749691E-10   2.989287E-11   1.341568E-10   4.161383E-01   1.551701E-09
   2.015412E+31   8.153262E+06   1.756356E-03   1.041563E-30   4.077946E-03   4.809827E-10   1.087751E-10   8.327717E-13   6.095964E-12   3.009851E-10   2.274611E-10   1.802351E-10   1.813008E-10   3.091748E-11   1.391651E-10   4.227486E-01   1.618684E-09
   2.529792E+31   8.820071E+06   2.062902E-03   9.990689E-31   4.561274E-03   5.823581E-10   1.309273E-10   1.015875E-12   6.573155E-12   3.111284E-10   2.337346E-10   1.847180E-10   1.829895E-10   3.218837E-11   1.415897E-10   4.273440E-01   1.561730E-09
   3.558553E+31   9.934130E+06   2.105807E-03   1.010281E-30   4.711551E-03   6.114480E-10   1.381140E-10   1.076091E-12   6.863862E-12   3.252854E-10   2.450142E-10   1.940844E-10   1.924981E-10   3.396635E-11   1.494013E-10   4.381182E-01   1.645077E-09
   4.072933E+31   1.041638E+07   2.155395E-03   1.034235E-30   4.863696E-03   6.416959E-10   1.454957E-10   1.138223E-12   7.149200E-12   3.386616E-10   2.555921E-10   2.028325E-10   2.012587E-10   3.564026E-11   1.566199E-10   4.478771E-01   1.718629E-09
   4.877846E+31   1.110169E+07   2.502772E-03   1.041387E-30   5.392212E-03   7.621043E-10   1.716276E-10   1.360535E-12   7.781004E-12   3.539156E-10   2.650400E-10   2.093681E-10   2.043612E-10   3.715783E-11   1.595140E-10   4.522323E-01   1.659492E-09
   6.487672E+31   1.229161E+07   2.606565E-03   1.107528E-30   5.665142E-03   8.214062E-10   1.857977E-10   1.482517E-12   8.300379E-12   3.762553E-10   2.822595E-10   2.233609E-10   2.178271E-10   3.984601E-11   1.705263E-10   4.661044E-01   1.758607E-09
   8.698496E+31   1.367026E+07   2.988934E-03   9.979250E-31   6.360770E-03   9.865351E-10   2.230072E-10   1.807051E-12   9.443240E-12   4.153243E-10   3.101983E-10   2.449153E-10   2.358638E-10   4.409885E-11   1.851511E-10   4.838560E-01   1.825377E-09
   9.752928E+31   1.425643E+07   3.345580E-03   1.120608E-30   6.990798E-03   1.144641E-09   2.584576E-10   2.121427E-12   1.054322E-11   4.519867E-10   3.361267E-10   2.647470E-10   2.521680E-10   4.799199E-11   1.982361E-10   4.989078E-01   1.881259E-09
