                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20250319"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122 
                            model_number                                num_zones                                 star_age                             star_age_sec                             star_age_min                              star_age_hr                             star_age_day                                   log_dt                               log_dt_sec                                star_mass                               log_xmstar                             log_abs_mdot                                 m_center                                 r_center                              r_center_km                             log_L_center                      log_L_center_ergs_s                                 v_center                             v_center_kms                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                          log_Lnuc_ergs_s                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                           he_core_radius                                he_core_v                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                        h_rich_layer_mass                     dt_div_min_dr_div_cs                              effective_T                                 log_Teff             photosphere_cell_log_density                            photosphere_L                        photosphere_log_L                            photosphere_r                        photosphere_log_r                            photosphere_m                       photosphere_v_km_s                       photosphere_cell_k                      photosphere_opacity                           photosphere_xm                               luminosity                                    log_L                             log_L_ergs_s                                   radius                                    log_R                                    log_g                   log_surf_cell_pressure                    log_surf_cell_density                                   v_surf                        v_div_csound_surf                            surf_escape_v                             log_center_T                           log_center_Rho                             log_center_P                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                               shock_mass                                  shock_q                             shock_radius                           shock_velocity                             shock_csound                                shock_lgT                              shock_lgRho                                shock_lgP                             shock_gamma1                            shock_entropy                                shock_tau                                  shock_k                          shock_pre_lgRho                             total_energy                            rel_run_E_err                                rel_E_err                            log_rel_E_err                  cumulative_energy_error          log_rel_cumulative_energy_error                        log_rel_run_E_err                            infall_div_cs                          log_min_opacity                              min_opacity                           log_tau_center                                  Lsurf_m                           log_cntr_dr_cm                           total_ni_co_56                              num_retries                                num_iters 
                                    4839                                     1195                  3.3272275808876801E-006                  1.0499931710662105E+002                  1.7499886184436841E+000                  2.9166476974061401E-002                  1.2152698739192251E-003                 -8.6195695689482701E+000                 -1.1204656018630437E+000                  3.4219356833564705E+000                  3.3579908234848340E+001                 -9.8999999999999986E+001                  1.5103123430036549E+000                  1.7434191794206966E-001                  1.2128967231229787E+005                  5.2880524118882102E+000                  3.8871024340993010E+001                  1.1422816071573603E+008                  1.1422816071573604E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4187567381120285E-001                  1.7180162073145457E-002                  7.9153962341038751E-004                  4.5147684656049567E-005                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.4219356833564705E+000                  5.0012262593154793E+000                  1.8382389291661407E+005                  1.8639438144386435E+000                  1.7653491915851289E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4266831136623057E-001                  3.5842449602658424E+004                  4.5543976832602588E+000                 -9.1681129265850263E+000                  3.7190962406388797E+004                  4.5704374169278346E+000                  5.0012262593154793E+000                  6.9907650280789724E-001                  3.4219356833564705E+000                  1.8382389291661407E+000                                        1                  7.2891467676154253E-001                  0.0000000000000000E+000                  3.7190962406388797E+004                  4.5704374169278346E+000                  3.8153409346032639E+001                  5.0012262593154793E+000                  6.9907650280789724E-001                  3.5741864642314387E+000                  3.7403684813511298E+000                 -9.1681129265850263E+000                  1.8382389291661407E+005                  6.3101757148896015E-002                  5.1092538755222313E+007                  7.7483189031766475E+000                  4.9840420610276048E-001                  1.6523185976010151E+001                  1.6523185976010151E+001                  4.9840420610276048E-001                  7.7483189031766475E+000                  1.7186149892973084E+000                  4.9999730246413737E-001                  1.5697171604069704E+001                  3.7701276245736994E-031                  5.2792393142499873E-002                  3.3858677859497114E-004                  6.7835370164827813E-001                  2.1769529223633995E-004                  5.8669703410627126E-004                  8.4879452434246453E-028                  1.3072352869169406E+000                  3.3123252480010494E+000                  9.4266107080739525E-001                  9.5141374093230469E-001                  1.2322358452225134E+008                  6.2306941887639135E+007                  7.2718544339280120E+000                 -7.1409781053154753E-001                  1.4726109856352311E+001                  1.4088514558622935E+000                  1.5845498819638822E+001                  5.5171817051872194E+008                                      565                  0.0000000000000000E+000                  3.2066430248369188E+050                  5.0317328634407290E-004                  3.1580504715320147E-009                 -8.5005809334370692E+000                  1.6134971089394911E+047                 -3.2982824238054773E+000                 -3.2982824238054773E+000                  0.0000000000000000E+000                 -7.6040275379805256E-001                  1.7361899829387181E-001                  1.0584691364210427E+001                  3.4219356833564705E+000                  7.4682300038827982E+000                  2.7999999999999865E-002                                        0                                        5 
                                    4840                                     1173                  3.3301090347966129E-006                  1.0509024887649760E+002                  1.7515041479416267E+000                  2.9191735799027112E-002                  1.2163223249594629E-003                 -8.5403883229006468E+000                 -1.0412843558154190E+000                  3.4219356833564705E+000                  3.3579908234848340E+001                 -9.8999999999999986E+001                  1.5103123430036549E+000                  1.7449176125979945E-001                  1.2139391830844249E+005                  5.2880524118882102E+000                  3.8871024340993010E+001                  1.1422816071573603E+008                  1.1422816071573604E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4187567381119974E-001                  1.6390477051547853E-002                  1.9486512697277608E-003                  6.2011518467295333E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.4219356833564705E+000                  5.0012420173965957E+000                  1.8475827134837938E+005                  1.8646249037738163E+000                  1.7659341824454633E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6106469288062615E-001                  3.5783853415574740E+004                  4.5536871061310258E+000                 -9.1678275571174890E+000                  3.6948587899970706E+004                  4.5675978451944603E+000                  5.0012420173965957E+000                  6.9907787119967513E-001                  3.4219356833564705E+000                  1.8475827134837939E+000                                        1                  7.2662591421654643E-001                  0.0000000000000000E+000                  3.6948587899970706E+004                  4.5675978451944603E+000                  3.8150569774299264E+001                  5.0012420173965957E+000                  6.9907787119967513E-001                  3.5741837274478829E+000                  3.7378722859514228E+000                 -9.1678275571174890E+000                  1.8475827134837938E+005                  6.3725758597144674E-002                  5.1092458263116390E+007                  7.7214506964037142E+000                  7.1334678186853206E-001                  1.6512209617668574E+001                  1.6512209617668574E+001                  7.1334678186853206E-001                  7.7214506964037142E+000                  1.7186887481801116E+000                  4.9999730859401964E-001                  1.5705593641366850E+001                  3.7688195533256388E-031                  5.2651487789130702E-002                  3.4651885663710780E-004                  6.7802428750119492E-001                  2.1769529223633510E-004                  5.8669703410625825E-004                  8.4864083324613355E-028                  1.3072278975656830E+000                  3.3125907828192585E+000                  9.4279997621444056E-001                  9.5225408468288797E-001                  1.1599332062748414E+008                  7.9445980634688839E+007                  7.3543405315835306E+000                 -6.7911346637529768E-001                  1.4978947570108573E+001                  1.3870203203364688E+000                  1.8591550454682576E+001                  5.5166658398688209E+008                                      970                  0.0000000000000000E+000                  3.2066471217859210E+050                  5.0322461265433485E-004                  5.1969185893463214E-008                 -7.2842540864241263E+000                  1.6136637557798580E+047                 -3.2982381257532563E+000                 -3.2982381257532563E+000                  0.0000000000000000E+000                 -7.6031659205728841E-001                  1.7365344680696368E-001                  1.0581760752808705E+001                  3.4219356833564705E+000                  8.3828208269888904E+000                  2.8000122444841409E-002                                        0                                        5 
                                    4850                                     1173                  3.3559876694739744E-006                  1.0590691647819189E+002                  1.7651152746365315E+000                  2.9418587910608859E-002                  1.2257744962753691E-003                 -8.4973358905375083E+000                 -9.9823192345228184E-001                  3.4219356833564705E+000                  3.3579908234848340E+001                 -9.8999999999999986E+001                  1.5103123430036549E+000                  1.7583267504245653E-001                  1.2232679202703702E+005                  5.2880524118882102E+000                  3.8871024340993010E+001                  1.1422816071573603E+008                  1.1422816071573604E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4294449304432859E-001                  1.2577623792010191E-002                  4.7347477837895047E-003                  6.2011518467295333E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.4219356833564705E+000                  5.0012446002092847E+000                  1.9163717820463108E+005                  1.8646249037738163E+000                  1.7659341824454633E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4044035032321116E-001                  3.5803909253400059E+004                  4.5539304477190470E+000                 -9.1653275816020567E+000                  3.7031530368558997E+004                  4.5685716601155226E+000                  5.0012446002092847E+000                  6.9907809548416389E-001                  3.4219356833564705E+000                  1.9163717820463109E+000                                        1                  7.2901279489733251E-001                  0.0000000000000000E+000                  3.7031530368558997E+004                  4.5685716601155226E+000                  3.8151543589220324E+001                  5.0012446002092847E+000                  6.9907809548416389E-001                  3.5741832788789054E+000                  3.7393160121160793E+000                 -9.1653275816020567E+000                  1.9163717820463108E+005                  6.6176370822908920E-002                  5.1092445070173725E+007                  7.7185465877862036E+000                  7.0509488967235456E-001                  1.6500778796512844E+001                  1.6500778796512844E+001                  7.0509488967235456E-001                  7.7185465877862036E+000                  1.7186887555567349E+000                  4.9999730818531585E-001                  1.5705594474667691E+001                  3.7676701404535371E-031                  5.2651473760724037E-002                  3.4651968211732144E-004                  6.7802425424559398E-001                  2.1769529223633510E-004                  5.8669703410625825E-004                  8.4850639572822794E-028                  1.3072278880060249E+000                  3.3148455026239700E+000                  9.4397945532892746E-001                  9.5950333936567156E-001                  1.0432592573170353E+008                  9.0789681119220123E+007                  7.3949419427402585E+000                 -6.6632256675489254E-001                  1.5110607144845185E+001                  1.3776638728958417E+000                  2.0586669793225202E+001                  5.3531625120355350E+008                                      968                  0.0000000000000000E+000                  3.2067045984084527E+050                  5.0367836929342779E-004                  5.6516763660784877E-008                 -7.2478227152683559E+000                  1.6151477429321058E+047                 -3.2978466997244169E+000                 -3.2978466997244169E+000                  0.0000000000000000E+000                 -7.5987032681913869E-001                  1.7383197849328724E-001                  1.0577405943762825E+001                  3.4219356833564705E+000                  8.3844567070329141E+000                  2.8000126940926975E-002                                        0                                        5 
                                    4860                                     1172                  3.3830420022967154E-006                  1.0676068629167882E+002                  1.7793447715279804E+000                  2.9655746192133008E-002                  1.2356560913388754E-003                 -8.6098059456687999E+000                 -1.1107019785835723E+000                  3.4219356833564705E+000                  3.3579908234848340E+001                 -9.8999999999999986E+001                  1.5103123430036549E+000                  1.7723447543988924E-001                  1.2330202456353095E+005                  5.2880524118882102E+000                  3.8871024340993010E+001                  1.1422816071573603E+008                  1.1422816071573604E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4403021105995344E-001                  1.2577623792010191E-002                  4.7347477837895047E-003                  6.2011518467295333E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.4219356833564705E+000                  5.0012465063342892E+000                  2.0408643954150088E+005                  1.8646249037738163E+000                  1.7659341824454633E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.6207605860829819E-001                  3.5807682368867114E+004                  4.5539762124672203E+000                 -9.1630432540972020E+000                  3.7047171018199479E+004                  4.5687550501535776E+000                  5.0012465063342892E+000                  6.9907826100684467E-001                  3.4219356833564705E+000                  2.0408643954150087E+000                                        1                  7.3058159443217408E-001                  0.0000000000000000E+000                  3.7047171018199479E+004                  4.5687550501535776E+000                  3.8151726979258378E+001                  5.0012465063342892E+000                  6.9907826100684467E-001                  3.5741829478335441E+000                  3.7400004753265121E+000                 -9.1630432540972020E+000                  2.0408643954150088E+005                  7.0629281689861115E-002                  5.1092435333741397E+007                  7.7156951106132370E+000                  6.9699150893498940E-001                  1.6489554833080351E+001                  1.6489554833080351E+001                  6.9699150893498940E-001                  7.7156951106132370E+000                  1.7186887631670678E+000                  4.9999730775803564E-001                  1.5705595334237850E+001                  3.7665717883009306E-031                  5.2651459290081699E-002                  3.4652053362021936E-004                  6.7802421994163375E-001                  2.1769529223633510E-004                  5.8669703410625825E-004                  8.4847053761259633E-028                  1.3072278880409960E+000                  3.3171869737766992E+000                  9.4520431542730687E-001                  9.6721659954587058E-001                  9.6945833136643410E+007                  4.3598538443269432E+007                  7.1219461350290461E+000                 -7.9659375222186435E-001                  1.4319254330249890E+001                  1.4557801011900391E+000                  1.3254781105115145E+001                  5.1014520628420264E+008                                      965                  0.0000000000000000E+000                  3.2067640597880740E+050                  5.0414533463029776E-004                  4.2924472271029380E-008                 -7.3672950355074942E+000                  1.6166751400022707E+047                 -3.2974442474249406E+000                 -3.2974442474249406E+000                  0.0000000000000000E+000                 -7.5944488990019843E-001                  1.7400234855177532E-001                  1.0572889851341088E+001                  3.4219356833564705E+000                  8.3857060228762865E+000                  2.8000126940922368E-002                                        0                                        5 
                                    4870                                     1171                  3.4088811026125250E-006                  1.0757610628380502E+002                  1.7929351047300837E+000                  2.9882251745501395E-002                  1.2450938227292249E-003                 -8.6450042598155932E+000                 -1.1459002927303665E+000                  3.4219356833564705E+000                  3.3579908234848340E+001                 -9.8999999999999986E+001                  1.5103123430036549E+000                  1.7857330625203394E-001                  1.2423344915954002E+005                  5.2880524118882102E+000                  3.8871024340993010E+001                  1.1422816071573603E+008                  1.1422816071573604E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4514952701675659E-001                  1.2577623792010191E-002                  4.7347477837895047E-003                  6.2011518467295333E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.4219356833564705E+000                  5.0012483785450765E+000                  2.1512180490495666E+005                  1.8646249037738163E+000                  1.7659341824454633E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.1634748901168008E-001                  3.5797563305751944E+004                  4.5538534657812537E+000                 -9.1612233527391620E+000                  3.7005339127717423E+004                  4.5682643885649137E+000                  5.0012483785450765E+000                  6.9907842358444616E-001                  3.4219356833564705E+000                  2.1512180490495667E+000                                        1                  7.3127190739464165E-001                  0.0000000000000000E+000                  3.7005339127717423E+004                  4.5682643885649137E+000                  3.8151236317669714E+001                  5.0012483785450765E+000                  6.9907842358444616E-001                  3.5741826226783409E+000                  3.7399736304267117E+000                 -9.1612233527391620E+000                  2.1512180490495666E+005                  7.4652064356563325E-002                  5.1092425770547338E+007                  7.7130990830190571E+000                  6.8962203699696634E-001                  1.6479339687559474E+001                  1.6479339687559474E+001                  6.8962203699696634E-001                  7.7130990830190571E+000                  1.7186887703342546E+000                  4.9999730734993975E-001                  1.5705596143567808E+001                  3.7656081829000996E-031                  5.2651445665221910E-002                  3.4652133535433146E-004                  6.7802418764267702E-001                  2.1769529223633510E-004                  5.8669703410625825E-004                  8.4834297975843334E-028                  1.3072278880452315E+000                  3.3193406920502708E+000                  9.4633095906473674E-001                  9.7457180877150840E-001                  1.0777776545772830E+008                  9.2100011092897862E+007                  7.3901537092541965E+000                 -7.0451219377194885E-001                  1.5085452305458254E+001                  1.3757986082369371E+000                  2.1125540271744608E+001                  5.0065653011092901E+008                                      964                  0.0000000000000000E+000                  3.2068203063934040E+050                  5.0458441244211635E-004                  3.8988443129213080E-008                 -7.4090641065378744E+000                  1.6181115401089632E+047                 -3.2970661697814578E+000                 -3.2970661697814578E+000                  0.0000000000000000E+000                 -7.5903611628201484E-001                  1.7416620293394203E-001                  1.0568608413969907E+001                  3.4219356833564705E+000                  8.3865854773022583E+000                  2.8000126940915259E-002                                        0                                        5 
                                    4880                                     1170                  3.4354164147429972E-006                  1.0841349704989361E+002                  1.8068916174982268E+000                  3.0114860291637114E-002                  1.2547858454848798E-003                 -8.4855008391825475E+000                 -9.8639687209732119E-001                  3.4219356833564705E+000                  3.3579908234848340E+001                 -9.8999999999999986E+001                  1.5103123430036549E+000                  1.7994819988448013E-001                  1.2518996265963285E+005                  5.2880524118882102E+000                  3.8871024340993010E+001                  1.1422816071573603E+008                  1.1422816071573604E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4639518292920577E-001                  1.2577623792010191E-002                  4.7347477837895047E-003                  6.2011518467295333E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.4219356833564705E+000                  5.0012501298903880E+000                  2.2483084565526544E+005                  1.8646249037738163E+000                  1.7659341824454633E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5755481893291745E-001                  3.5783663317686762E+004                  4.5536847989819860E+000                 -9.1596797113620116E+000                  3.6947922630416972E+004                  4.5675900255316888E+000                  5.0012501298903880E+000                  6.9907857566636933E-001                  3.4219356833564705E+000                  2.2483084565526545E+000                                        1                  7.3162415875227638E-001                  0.0000000000000000E+000                  3.6947922630416972E+004                  4.5675900255316888E+000                  3.8150561954636494E+001                  5.0012501298903880E+000                  6.9907857566636933E-001                  3.5741823185144947E+000                  3.7397193378709410E+000                 -9.1596797113620116E+000                  2.2483084565526544E+005                  7.8233691924969165E-002                  5.1092416824735209E+007                  7.7105367462825312E+000                  6.8234252818160845E-001                  1.6469254912984375E+001                  1.6469254912984375E+001                  6.8234252818160845E-001                  7.7105367462825312E+000                  1.7186887775907456E+000                  4.9999730693083988E-001                  1.5705596962744103E+001                  3.7646956286994400E-031                  5.2651431874602778E-002                  3.4652214684230019E-004                  6.7802415495077273E-001                  2.1769529223633510E-004                  5.8669703410625825E-004                  8.4821230938160916E-028                  1.3072279347903479E+000                  3.3213842816813810E+000                  9.4739999269075081E-001                  9.8152558266093004E-001                  9.5969303065815091E+007                  4.3363399190327898E+007                  7.1150765639505353E+000                 -8.2373591272405278E-001                  1.4287684774091398E+001                  1.4548759013893320E+000                  1.3310403355216579E+001                  4.7941496785877591E+008                                      961                  0.0000000000000000E+000                  3.2068776174267570E+050                  5.0502843894598560E-004                  5.5449113914500295E-008                 -7.2561053895530128E+000                  1.6195643970198568E+047                 -3.2966841653871652E+000                 -3.2966841653871652E+000                  0.0000000000000000E+000                 -7.5861203125647181E-001                  1.7433635787697935E-001                  1.0564249700023364E+001                  3.4219356833564705E+000                  8.3872547342036423E+000                  2.8000126941857245E-002                                        0                                        5 
                                    4890                                     1173                  3.4671089130817068E-006                  1.0941363623546727E+002                  1.8235606039244545E+000                  3.0392676732074242E-002                  1.2663615305030934E-003                 -8.5680345242278459E+000                 -1.0689305571426184E+000                  3.4219356833564705E+000                  3.3579908234848340E+001                 -9.8999999999999986E+001                  1.5103123430036549E+000                  1.8159033644536549E-001                  1.2633239706504077E+005                  5.2880524118882102E+000                  3.8871024340993010E+001                  1.1422816071573603E+008                  1.1422816071573604E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4788976853365581E-001                  1.2577623792010191E-002                  4.7347477837895047E-003                  6.2011518467295333E-004                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.4219356833564705E+000                  5.0012531924417392E+000                  2.3419365259995052E+005                  1.8646249037738163E+000                  1.7659341824454633E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.4012139127859320E-001                  3.5767138925026396E+004                  4.5534842015756158E+000                 -9.1581899952617523E+000                  3.6879766932065955E+004                  4.5667881677927218E+000                  5.0012531924417392E+000                  6.9907884160962563E-001                  3.4219356833564705E+000                  2.3419365259995053E+000                                        1                  7.3182187892764972E-001                  0.0000000000000000E+000                  3.6879766932065955E+004                  4.5667881677927218E+000                  3.8149760096897523E+001                  5.0012531924417392E+000                  6.9907884160962563E-001                  3.5741817866279821E+000                  3.7393385422647012E+000                 -9.1581899952617523E+000                  2.3419365259995052E+005                  8.1724689324782177E-002                  5.1092401181338631E+007                  7.7075925928807871E+000                  6.7394233435436124E-001                  1.6457652959343591E+001                  1.6457652959343591E+001                  6.7394233435436124E-001                  7.7075925928807871E+000                  1.7186887861223856E+000                  4.9999730643027607E-001                  1.5705597925498582E+001                  3.7636967597036758E-031                  5.2651415666884277E-002                  3.4652310056079624E-004                  6.7802411652891714E-001                  2.1769529223633510E-004                  5.8669703410625825E-004                  8.4820597319692573E-028                  1.3072279326312144E+000                  3.3238122349504002E+000                  9.4867009293370519E-001                  9.9018663475620128E-001                  1.1983762425284946E+008                  6.4843821264790051E+007                  7.2702011039958565E+000                 -7.8350148758122018E-001                  1.4693558536223515E+001                  1.4017713396972875E+000                  1.6617653043927390E+001                  4.6528638593396819E+008                                      963                  0.0000000000000000E+000                  3.2069454870339241E+050                  5.0554984794376641E-004                  4.5018007221170069E-008                 -7.3466137335026325E+000                  1.6212708033339482E+047                 -3.2962360158997237E+000                 -3.2962360158997237E+000                  0.0000000000000000E+000                 -7.5812887805568818E-001                  1.7453041523634702E-001                  1.0559083904416449E+001                  3.4219356833564705E+000                  8.3878294689286932E+000                  2.8000127962206484E-002                                        0                                        5 
