 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -5.311400E-06       3.894200E+01       4.281345E+01
     -5.276800E-06       3.894200E+01       4.281345E+01
     -5.242100E-06       3.894200E+01       4.281345E+01
     -5.208600E-06       3.894200E+01       4.281345E+01
     -5.175100E-06       3.894200E+01       4.281345E+01
     -5.137500E-06       3.894200E+01       4.281345E+01
     -5.095700E-06       3.894200E+01       4.281345E+01
     -5.054000E-06       3.894200E+01       4.281345E+01
     -5.029400E-06       3.894200E+01       4.281345E+01
     -5.009700E-06       3.894200E+01       4.281345E+01
     -4.980300E-06       3.894200E+01       4.281345E+01
     -4.947300E-06       3.894200E+01       4.281345E+01
     -4.920700E-06       3.894200E+01       4.281345E+01
     -4.894000E-06       3.894200E+01       4.281345E+01
     -4.855500E-06       3.894200E+01       4.281345E+01
     -4.836200E-06       3.894200E+01       4.281345E+01
     -4.812200E-06       3.894200E+01       4.281345E+01
     -4.776900E-06       3.894200E+01       4.281345E+01
     -4.744800E-06       3.894200E+01       4.281345E+01
     -4.712800E-06       3.894200E+01       4.281345E+01
     -4.684200E-06       3.894200E+01       4.281345E+01
     -4.660400E-06       3.894200E+01       4.281345E+01
     -4.631900E-06       3.894200E+01       4.281345E+01
     -4.602500E-06       3.894200E+01       4.281345E+01
     -4.562800E-06       3.894200E+01       4.281345E+01
     -4.523100E-06       3.894200E+01       4.281345E+01
     -4.478800E-06       3.894200E+01       4.281345E+01
     -4.434500E-06       3.894200E+01       4.281345E+01
     -4.412300E-06       3.894200E+01       4.281345E+01
     -4.388000E-06       3.894200E+01       4.281345E+01
     -4.359900E-06       3.894200E+01       4.281345E+01
     -4.331900E-06       3.894200E+01       4.281345E+01
     -4.303900E-06       3.894200E+01       4.281345E+01
     -4.269900E-06       3.894200E+01       4.281345E+01
     -4.229900E-06       3.894200E+01       4.281345E+01
     -4.189900E-06       3.894200E+01       4.281345E+01
     -4.148900E-06       3.894100E+01       4.281345E+01
     -4.133500E-06       3.894100E+01       4.281345E+01
     -4.113000E-06       3.894100E+01       4.281345E+01
     -4.092500E-06       3.894100E+01       4.281345E+01
     -4.072000E-06       3.894100E+01       4.281345E+01
     -4.034800E-06       3.894100E+01       4.281345E+01
     -3.997600E-06       3.894100E+01       4.281345E+01
     -3.957300E-06       3.894100E+01       4.281345E+01
     -3.913800E-06       3.894100E+01       4.281345E+01
     -3.870300E-06       3.894100E+01       4.281345E+01
     -3.835400E-06       3.894100E+01       4.281345E+01
     -3.820100E-06       3.894100E+01       4.281345E+01
     -3.801000E-06       3.894100E+01       4.281345E+01
     -3.767100E-06       3.894100E+01       4.281345E+01
     -3.748400E-06       3.894200E+01       4.281345E+01
     -3.729800E-06       3.894200E+01       4.281345E+01
     -3.711100E-06       3.894200E+01       4.281345E+01
     -3.692500E-06       3.894200E+01       4.281345E+01
     -3.670500E-06       3.894200E+01       4.281345E+01
     -3.648500E-06       3.894200E+01       4.281345E+01
     -3.626600E-06       3.894200E+01       4.281345E+01
